city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country
Indio CA,802,2.9,3.0,3.0,3919.0,47.0,3.0,101.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,4.0,5.0,3.0,33.743765,-116.22331524966393, United States
Anderson IN,803,2.9,3.0,3.0,3664.0,44.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,40.1053196,-85.6802541, United States
Obninsk,804,2.9,3.0,2.0,947.0,23.0,2.0,33.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,55.0951738,36.611913, Россия
Qinhuangdao,805,2.9,3.0,2.0,1327.0,1.0,2.0,106.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,39.9395724,119.5894129, 中国
Pisa,806,2.9,4.0,3.0,2664.0,18.0,4.0,54.0,5.0,2.0,4.0,2607.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,43.7159395,10.4018624, Italia
Murrieta CA,807,2.9,4.0,3.0,3852.0,86.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,33.577752399999994,-117.18845420205308, United States
Tabriz,808,2.9,3.0,2.0,834.0,4.0,2.0,49.0,4.0,2.0,3.0,442.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,38.0739964,46.2961952, ایران
Enid OK,809,2.9,3.0,3.0,3923.0,70.0,3.0,49.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,36.3967623,-97.8791341, United States
Innsbruck,810,2.9,3.0,3.0,3611.0,43.0,3.0,13.0,5.0,3.0,4.0,3738.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,3.0,47.2654296,11.3927685, Österreich
Riyadh,811,2.9,3.0,2.0,1986.0,9.0,2.0,395.0,4.0,2.0,3.0,1651.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,24.638916,46.7160104, السعودية
Omsk,812,2.9,3.0,2.0,1290.0,18.0,2.0,395.0,2.0,3.0,4.0,721.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,2.0,3.0,2.0,2.0,54.991375,73.371529, Россия
Rostov-on-Don,813,2.9,3.0,2.0,888.0,14.0,2.0,395.0,2.0,3.0,4.0,721.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,47.2213858,39.7114196, Россия
Hanoi,814,2.9,3.0,3.0,964.0,11.0,3.0,96.0,4.0,2.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,21.0294498,105.8544441, Việt Nam
Strasbourg,815,2.9,4.0,3.0,3397.0,27.0,3.0,51.0,4.0,3.0,4.0,3069.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,48.584614,7.7507127, France
Quetta,816,2.9,2.0,2.0,582.0,4.0,2.0,51.0,3.0,2.0,2.0,122.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,30.1957677,67.0172447, پاکستان
Avellino,817,2.9,3.0,3.0,1939.0,18.0,2.0,53.0,5.0,2.0,4.0,2607.0,2.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,40.9965446,15.1405690365004, Italia
Tegucigalpa,819,2.9,3.0,2.0,1467.0,8.0,2.0,153.0,1.0,3.0,2.0,197.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,2.0,3.0,3.0,2.0,2.0,14.1056861,-87.204676, Honduras
Bishkek,820,2.9,3.0,2.0,880.0,6.0,3.0,72.0,3.0,3.0,3.0,92.0,2.0,5.0,2.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,42.8765615,74.6070079, Кыргызстан
Worcester MA,821,2.9,3.0,3.0,3552.0,39.0,3.0,25.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,42.2625621,-71.8018877, United States
Thessaloniki,822,2.9,4.0,3.0,2398.0,15.0,3.0,72.0,5.0,2.0,4.0,1436.0,3.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,40.6403167,22.9352716, Ελλάς
Florence,823,2.9,4.0,3.0,3553.0,18.0,5.0,44.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,2.0,4.0,3.0,43.7698712,11.2555757, Italia
Dunedin,824,2.9,4.0,4.0,4318.0,24.0,3.0,12.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,-45.8740984,170.5035755, New Zealand / Aotearoa
Tracy CA,825,2.9,4.0,3.0,3386.0,71.0,3.0,26.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,37.7385507,-121.4201395, United States
Okinawa City Okinawa,826,2.9,4.0,3.0,3431.0,54.0,5.0,26.0,5.0,4.0,4.0,3220.0,3.0,2.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,26.3328816,127.78852379983658, 日本
Huambo,827,2.9,3.0,2.0,1635.0,3.0,2.0,26.0,3.0,2.0,2.0,309.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,-12.6076318,15.7411039, Angola
Kinmen,828,2.9,4.0,3.0,2096.0,25.0,3.0,64.0,5.0,4.0,4.0,2048.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,5.0,2.0,24.4480637,118.3856331, 臺灣
Sendai,829,2.9,4.0,3.0,2287.0,26.0,3.0,47.0,5.0,3.0,4.0,3220.0,2.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,3.0,2.0,38.2677554,140.8691498, 日本
Huizhou,830,2.9,3.0,2.0,1156.0,2.0,2.0,81.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,23.1146515,114.4107202, 中国
Exeter,831,2.9,4.0,4.0,4164.0,28.0,3.0,81.0,5.0,3.0,4.0,3354.0,5.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,3.0,50.7255794,-3.5269497, United Kingdom
Centennial CO,832,2.9,3.0,3.0,3859.0,66.0,3.0,81.0,4.0,5.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,39.5680644,-104.97783081285026, United States
Bridgeport CT,833,2.9,3.0,3.0,4055.0,32.0,4.0,25.0,4.0,2.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,3.0,28.0228228,-82.6975886, United States
Lake Charles LA,834,2.9,3.0,3.0,3886.0,47.0,3.0,47.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,29.6173648,-81.2665573, United States
Hannover,835,2.9,4.0,3.0,3580.0,37.0,3.0,16.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,52.3744779,9.7385532, Deutschland
Mostar,836,2.9,3.0,3.0,1479.0,12.0,2.0,61.0,4.0,4.0,3.0,401.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,43.3435855,17.8076584, Bosna i Hercegovina / Босна и Херцеговина
San Juan,837,2.9,4.0,3.0,4196.0,23.0,3.0,49.0,2.0,4.0,3.0,2386.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,18.465299,-66.116666, United States
Flint MI,838,2.9,3.0,3.0,3734.0,48.0,3.0,28.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,3.0,43.0161693,-83.6900211, United States
Barranquilla,839,2.9,3.0,2.0,883.0,11.0,3.0,28.0,1.0,3.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,2.0,10.9799669,-74.8013085, Colombia
Cairo,840,2.9,3.0,2.0,839.0,6.0,3.0,34.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,2.0,30.0443879,31.2357257, مصر
Mandalay,841,2.9,3.0,2.0,1556.0,10.0,2.0,34.0,4.0,2.0,2.0,104.0,2.0,5.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,21.9812746,96.082375, မြန်မာ
Erlangen,842,2.9,4.0,3.0,3070.0,28.0,3.0,34.0,5.0,3.0,4.0,3538.0,4.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,49.5978157,11.0038064, Deutschland
Temecula CA,843,2.9,4.0,3.0,4100.0,45.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,33.4946353,-117.1473661, United States
Scheveningen,844,2.9,4.0,4.0,4120.0,28.0,4.0,29.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,52.1062075,4.2752714, Nederland
Tsushima Island,845,2.9,4.0,3.0,1838.0,26.0,5.0,38.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,2.0,34.3952765,129.31544896587815, 日本
Ciutadella Menorca,846,2.9,4.0,3.0,3300.0,27.0,5.0,20.0,5.0,2.0,4.0,2225.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,40.0006767,3.8355966, España
Shantou,847,2.9,3.0,2.0,862.0,2.0,3.0,77.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,23.356377,116.6775918, 中国
Delano CA,848,2.9,4.0,3.0,3102.0,41.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,35.7688425,-119.2470536, United States
Casa Grande AZ,849,2.9,4.0,4.0,3787.0,34.0,3.0,40.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,32.8795022,-111.757352, United States
Porterville CA,850,2.9,4.0,3.0,3079.0,47.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,36.06523,-119.0167679, United States
Patras,851,2.9,3.0,3.0,2936.0,15.0,3.0,40.0,5.0,2.0,4.0,1436.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,38.246242,21.7350847, Ελλάς
Trier,852,2.9,4.0,3.0,3404.0,43.0,3.0,12.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,49.7596208,6.6441878, Deutschland
Andorra la Vella,853,2.9,4.0,3.0,3577.0,125.0,3.0,16.0,5.0,4.0,3.0,3082.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,42.5069391,1.5212467, Andorra
Cannes,854,2.9,4.0,3.0,4008.0,41.0,5.0,72.0,4.0,4.0,4.0,3069.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,43.5515198,7.0134418, France
Abilene TX,855,2.9,3.0,3.0,4069.0,42.0,3.0,72.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,32.44645,-99.7475905, United States
Bellingham WA,856,2.9,4.0,4.0,4058.0,78.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,5.0,3.0,48.7544012,-122.4788361, United States
Flagstaff AZ,857,2.9,4.0,3.0,3966.0,59.0,4.0,14.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,35.1987522,-111.6518229, United States
Leeuwarden,858,2.9,4.0,3.0,3664.0,39.0,3.0,21.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,53.2005936,5.7918548, Nederland
York,859,2.9,4.0,3.0,3888.0,26.0,3.0,31.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,53.9590555,-1.0815361, United Kingdom
Eau Claire WI,860,2.9,3.0,3.0,4148.0,44.0,3.0,24.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,44.811349,-91.4984941, United States
Lawton OK,861,2.9,3.0,3.0,3648.0,45.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,2.0,5.0,3.0,34.6086854,-98.3903305, United States
Taos NM,862,2.9,4.0,3.0,4070.0,29.0,3.0,15.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,4.0,5.0,3.0,36.4072377,-105.5732847, United States
Ko Tao,863,2.9,3.0,3.0,1429.0,17.0,3.0,15.0,4.0,2.0,3.0,493.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,10.0921822,99.83953617562148, ประเทศไทย
Guangzhou,864,2.9,4.0,3.0,2418.0,1.0,4.0,84.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,23.1301964,113.2592945, 中国
Bergen,865,2.9,4.0,4.0,4409.0,45.0,4.0,65.0,5.0,4.0,5.0,5885.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,60.3943055,5.3259192, Norge
Caracas,866,2.9,3.0,2.0,1480.0,4.0,2.0,129.0,1.0,3.0,3.0,769.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,10.506098,-66.9146017, Venezuela
Kamiyama,867,2.9,4.0,3.0,2281.0,27.0,2.0,36.0,5.0,4.0,4.0,3220.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,2.0,33.9814746,134.3649289, 日本
Oran,868,2.9,3.0,2.0,1705.0,4.0,2.0,36.0,4.0,2.0,3.0,326.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,35.7032751,-0.6492976, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر
Geneva,869,2.9,4.0,4.0,5402.0,35.0,4.0,28.0,5.0,3.0,4.0,6634.0,3.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,46.2017559,6.1466014, Schweiz/Suisse/Svizzera/Svizra
Canberra,870,2.9,4.0,4.0,4314.0,19.0,2.0,59.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,-35.2975906,149.1012676, Australia
Enterprise NV,871,2.9,4.0,3.0,4213.0,75.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,36.0028345,-115.20129908882386, United States
Sa Pa,872,2.9,3.0,2.0,880.0,10.0,4.0,32.0,4.0,2.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,2.0,22.3359668,103.8426575, Việt Nam
Cabarete,873,2.9,3.0,2.0,2387.0,8.0,3.0,32.0,2.0,3.0,3.0,560.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,19.7490157,-70.4128435, República Dominicana
Bakersfield CA,874,2.9,3.0,3.0,2691.0,47.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,35.3738712,-119.0194639, United States
Shaoxing,875,2.9,3.0,2.0,1488.0,2.0,2.0,77.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,29.9992425,120.576854, 中国
Rovaniemi,876,2.9,4.0,3.0,3710.0,41.0,4.0,77.0,4.0,4.0,4.0,3612.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,66.4976214,25.7192101, Suomi / Finland
Greenville SC,877,2.9,3.0,3.0,3896.0,33.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,34.851354,-82.3984882, United States
Kumasi,878,2.9,3.0,2.0,1338.0,3.0,2.0,32.0,4.0,2.0,3.0,126.0,2.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,6.698081,-1.6230404, Ghana
Providence RI,879,2.9,3.0,3.0,4258.0,35.0,4.0,23.0,4.0,2.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,51.4325409,-2.6642358, United Kingdom
Trieste,880,2.9,4.0,3.0,2848.0,18.0,3.0,48.0,5.0,2.0,4.0,2607.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,3.0,45.6496485,13.7772781, Italia
Shenzhen,881,2.9,3.0,3.0,1846.0,2.0,2.0,106.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,22.555454,114.0543297, 中国
Bhubaneswar,882,2.9,3.0,2.0,1205.0,9.0,3.0,106.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,20.28105765,85.81140263163533, India
Vientiane,883,2.9,3.0,2.0,917.0,8.0,2.0,34.0,3.0,2.0,2.0,195.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,5.0,2.0,3.0,3.0,2.0,17.9640988,102.6133707, ປະເທດລາວ
Modesto CA,884,2.9,3.0,3.0,3098.0,78.0,3.0,28.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,37.6390972,-120.9968782, United States
Dijon,885,2.9,4.0,3.0,3162.0,38.0,4.0,19.0,4.0,4.0,4.0,3069.0,3.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,47.3215806,5.0414701, France
Reading PA,886,3.0,4.0,3.0,4214.0,24.0,3.0,29.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,40.335345,-75.9279495, United States
Portland ME,887,3.6,4.0,4.0,3487.0,71.0,5.0,21.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,43.6610277,-70.2548596, United States
Trondheim,888,2.9,4.0,4.0,3747.0,44.0,4.0,15.0,5.0,4.0,5.0,5885.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,63.4305658,10.3951929, Norge
Idaho Falls ID,889,2.9,3.0,3.0,4037.0,45.0,3.0,30.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,43.4887907,-112.03628, United States
Salzburg,890,2.9,4.0,3.0,3538.0,28.0,3.0,15.0,5.0,3.0,4.0,3738.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,47.7981346,13.0464806, Österreich
Tianjin,891,2.9,3.0,2.0,1187.0,2.0,3.0,116.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,3.0,5.0,4.0,2.0,2.0,39.0856735,117.1951073, 中国
Cordoba,892,2.9,4.0,3.0,1517.0,14.0,3.0,23.0,3.0,4.0,4.0,1037.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,37.8845813,-4.7760138, España
Luton,893,2.9,4.0,3.0,4054.0,26.0,4.0,48.0,5.0,3.0,4.0,3354.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,51.8784385,-0.4152837, United Kingdom
Port-au-Prince,894,2.9,2.0,2.0,1899.0,3.0,3.0,48.0,2.0,3.0,2.0,59.0,2.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,4.0,2.0,2.0,2.0,18.547327,-72.3395928, Ayiti
Manhattan KS,895,2.9,3.0,3.0,4179.0,44.0,3.0,38.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,3.0,39.1836082,-96.5716694, United States
Boulder CO,896,2.9,4.0,4.0,5771.0,71.0,4.0,24.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,40.102555,-105.3632079, United States
Nagoya,897,2.9,4.0,3.0,2512.0,26.0,4.0,62.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,35.1851045,136.8998438, 日本
Breda,898,2.9,4.0,4.0,4339.0,38.0,4.0,41.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,51.5887845,4.7760237, Nederland
Jiamusi,899,2.9,3.0,2.0,1319.0,2.0,2.0,68.0,5.0,2.0,3.0,677.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,2.0,46.8087794,130.3734556, 中国
King Edward Point,900,2.9,3.0,3.0,3353.0,0.0,2.0,68.0,5.0,2.0,3.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,2.0,-54.283545,-36.4946355, South Georgia and the South Sandwich Islands
Sayulita,901,2.9,3.0,3.0,2788.0,16.0,3.0,68.0,2.0,3.0,3.0,704.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,2.0,20.8689257,-105.4407022, México
Muscat,902,2.9,3.0,2.0,1913.0,8.0,4.0,165.0,4.0,3.0,3.0,1190.0,2.0,5.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,3.0,3.0,2.0,2.0,23.5882019,58.3829448, عمان
Tromso,903,2.9,4.0,4.0,4168.0,45.0,4.0,25.0,5.0,4.0,5.0,5885.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,69.649208,18.9543434, Norge
Tangshan,904,2.9,3.0,2.0,1192.0,1.0,2.0,147.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,2.0,2.0,39.6295591,118.1738665, 中国
Visalia CA,905,2.9,4.0,3.0,2939.0,67.0,3.0,46.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,36.3302284,-119.2920585, United States
Erie PA,906,2.9,3.0,3.0,4159.0,38.0,3.0,28.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,42.1294712,-80.0852695, United States
Zhanjiang,907,2.9,3.0,2.0,1228.0,1.0,2.0,84.0,5.0,2.0,3.0,677.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,2.0,2.0,21.2737079,110.3548318, 中国
Tilburg,908,2.9,4.0,3.0,3974.0,46.0,4.0,32.0,5.0,3.0,4.0,3813.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,5.0,3.0,51.58561875,5.066061908648313, Nederland
Nicosia,909,2.9,4.0,3.0,2898.0,13.0,4.0,57.0,4.0,3.0,4.0,1969.0,4.0,5.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,35.1739302,33.364726, Κύπρος - Kıbrıs
Onitsha,910,2.9,2.0,2.0,1087.0,5.0,2.0,57.0,3.0,2.0,2.0,181.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,6.1461619,6.8019088, Nigeria
Incline Village NV,911,2.9,3.0,3.0,3987.0,32.0,3.0,14.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,39.2501246,-119.951909, United States
Granada,912,2.9,4.0,3.0,2656.0,25.0,3.0,26.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,37.1734995,-3.5995337, España
Sihanoukville,913,2.8,3.0,2.0,1311.0,9.0,2.0,26.0,4.0,2.0,2.0,106.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,10.5098627,103.25870659397378,Gulf of Thailand
