,rank,city,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long
114,119,New York City NY,3.6,4.0,4.0,5072.0,33.0,5.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,40.7127281,-74.0060152
115,120,Varna,3.6,4.0,3.0,1437.0,33.0,3.0,55.0,4.0,2.0,4.0,622.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,43.2073873,27.9166653
116,121,Guanajuato,3.6,4.0,3.0,1222.0,15.0,3.0,40.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,2.0,3.0,5.0,2.0,20.9876996,-101.0
117,122,Seville,3.6,4.0,4.0,2324.0,22.0,3.0,24.0,5.0,2.0,4.0,2225.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,37.3886303,-5.9953403
118,123,Montreal,3.6,4.0,4.0,2926.0,23.0,4.0,30.0,4.0,5.0,4.0,3513.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,45.5031824,-73.5698065
119,124,New Orleans LA,3.6,4.0,4.0,3669.0,45.0,4.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,29.9499323,-90.0701156
120,125,Orlando FL,3.6,4.0,4.0,3275.0,45.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,28.5421109,-81.3790304
121,126,Tampa FL,3.6,4.0,4.0,3416.0,55.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,27.9477595,-82.458444
122,127,Suva,3.6,3.0,3.0,1750.0,7.0,3.0,33.0,4.0,4.0,4.0,433.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,2.0,4.0,3.0,2.0,3.0,-18.1415884,178.4421662
123,128,Constanta,3.6,3.0,3.0,1681.0,37.0,5.0,11.0,4.0,2.0,4.0,787.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,3.0,44.1767161,28.6507598
124,129,Perth,3.6,5.0,4.0,3917.0,19.0,3.0,25.0,5.0,4.0,5.0,4506.0,5.0,5.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,-31.9527121,115.8604796
125,130,Dubrovnik,3.6,4.0,3.0,2495.0,18.0,3.0,25.0,5.0,3.0,4.0,1013.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,2.0,3.0,42.64873625,18.094680152605108
126,131,Leipzig,3.6,4.0,3.0,2376.0,28.0,3.0,16.0,5.0,4.0,4.0,3538.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,51.3406321,12.3747329
127,132,Tucson AZ,3.5,4.0,4.0,2864.0,57.0,2.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,32.2228765,-110.9748477
128,133,Havana,3.5,4.0,3.0,1508.0,4.0,3.0,22.0,4.0,3.0,4.0,651.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,3.0,4.0,2.0,3.0,3.0,2.0,23.135305,-82.3589631
129,134,Ploiesti,3.5,3.0,3.0,1468.0,30.0,2.0,14.0,4.0,2.0,4.0,787.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,44.9417468,26.0236504
130,135,Palawan,3.5,3.0,3.0,1378.0,8.0,5.0,53.0,3.0,2.0,3.0,246.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,3.0,3.0,2.0,3.0,11.083365350000001,120.91639641658887
131,136,Jeju Island,3.5,4.0,3.0,1786.0,20.0,4.0,59.0,5.0,2.0,4.0,2315.0,2.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,33.38034745,126.54825445912047
132,137,Minneapolis MN,3.5,4.0,4.0,3975.0,42.0,4.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,44.9772995,-93.2654692
133,138,Helsinki,3.5,4.0,4.0,3669.0,30.0,4.0,29.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,60.1674881,24.9427473
134,139,Ottawa,3.5,4.0,4.0,2598.0,26.0,3.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,45.4211435,-75.6900574
135,140,Groningen,3.5,4.0,4.0,3402.0,55.0,3.0,24.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,53.2190652,6.5680077
136,141,Cologne,3.5,4.0,4.0,2689.0,29.0,4.0,24.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,50.938361,6.959974
137,142,Copenhagen,3.5,4.0,4.0,4547.0,40.0,4.0,38.0,5.0,5.0,4.0,4478.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,55.6867243,12.5700724
138,143,Frankfurt,3.5,4.0,4.0,2735.0,22.0,4.0,40.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,50.1106444,8.6820917
139,144,Pretoria,3.5,3.0,3.0,1630.0,12.0,4.0,40.0,1.0,3.0,3.0,425.0,5.0,5.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,-25.7459374,28.1879444
140,145,Rotterdam,3.5,4.0,4.0,3887.0,36.0,4.0,44.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,51.9244424,4.47775
141,146,Katowice,3.5,3.0,3.0,1213.0,26.0,3.0,55.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,2.0,3.0,3.0,50.2598987,19.0215852
142,147,Dublin,3.5,4.0,4.0,3765.0,52.0,3.0,28.0,5.0,5.0,4.0,5375.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,5.0,3.0,5.0,3.0,53.3497645,-6.2602732
143,148,Hoi An,3.5,3.0,3.0,1041.0,12.0,4.0,37.0,4.0,2.0,2.0,181.0,2.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,3.0,2.0,15.8798137,108.3273939
144,149,Antigua,3.5,3.0,3.0,1297.0,6.0,5.0,37.0,1.0,3.0,2.0,346.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,3.0,2.0,2.0,2.0,17.10371515,-61.790450458055844
145,150,Lviv,3.5,4.0,3.0,1202.0,25.0,4.0,46.0,4.0,2.0,4.0,175.0,3.0,5.0,3.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0,49.841952,24.0315921
146,151,Krabi,3.5,4.0,3.0,1161.0,24.0,4.0,46.0,4.0,3.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,8.0610907,98.9161607
147,152,Aberdeen,3.5,4.0,4.0,3402.0,23.0,3.0,23.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,57.1482429,-2.0928095
148,153,Senggigi Lombok,3.5,3.0,3.0,624.0,8.0,2.0,23.0,5.0,2.0,3.0,298.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,-8.4982478,116.0521267
149,154,Galapagos Islands,3.5,4.0,3.0,1363.0,17.0,4.0,23.0,3.0,3.0,3.0,499.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,-0.62881505,-90.3638752022324
150,155,Colombo,3.5,3.0,3.0,894.0,9.0,4.0,64.0,4.0,3.0,4.0,326.0,3.0,5.0,3.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,2.0,3.0,6.9387469,79.8541134
151,156,Vienna,3.5,4.0,4.0,3024.0,43.0,3.0,29.0,5.0,2.0,4.0,3738.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,48.2083537,16.3725042
152,157,Jakarta,3.5,3.0,3.0,1202.0,10.0,2.0,129.0,5.0,2.0,3.0,298.0,3.0,5.0,2.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,-6.1753942,106.827183
153,158,Almaty,3.5,4.0,3.0,1144.0,8.0,3.0,129.0,4.0,2.0,4.0,642.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,43.2363924,76.9457275
154,159,Dresden,3.5,4.0,4.0,3226.0,34.0,3.0,13.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,51.0493286,13.7381437
155,160,Ponta Delgada Azores,3.5,4.0,3.0,2695.0,31.0,5.0,13.0,5.0,4.0,3.0,1646.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,37.7394344,-25.6683618
156,161,Cancun,3.5,3.0,3.0,1139.0,11.0,5.0,13.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,5.0,3.0,21.1617854,-86.8510468
157,162,Christchurch,3.5,4.0,4.0,2675.0,27.0,4.0,31.0,5.0,5.0,5.0,3353.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,-43.530955,172.6366455
158,163,Siem Reap,3.5,3.0,3.0,1042.0,7.0,3.0,63.0,4.0,5.0,2.0,106.0,2.0,5.0,2.0,2.0,2.0,5.0,5.0,2.0,4.0,3.0,2.0,3.0,2.0,13.3617562,103.8590321
159,164,Split,3.5,4.0,3.0,3021.0,17.0,3.0,10.0,5.0,2.0,4.0,1013.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,43.5116383,16.4399659
160,165,Salt Lake City UT,3.5,4.0,4.0,2897.0,57.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,3.0,40.7596198,-111.8867975
161,166,Chisinau,3.5,3.0,3.0,1332.0,14.0,3.0,25.0,4.0,4.0,3.0,139.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,47.0245117,28.8322923
162,167,Glasgow,3.5,4.0,4.0,3308.0,25.0,4.0,25.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,5.0,3.0,55.8609825,-4.2488787
163,168,Novi Sad,3.5,4.0,3.0,1373.0,29.0,3.0,94.0,4.0,3.0,3.0,452.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,45.2551338,19.8451756
164,169,Winnipeg,3.4,4.0,4.0,2568.0,23.0,3.0,28.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,49.8955367,-97.1384584
165,170,Lille,3.4,4.0,4.0,3225.0,31.0,5.0,32.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,50.6365654,3.0635282
166,171,Kaohsiung,3.4,4.0,3.0,1127.0,26.0,2.0,126.0,5.0,3.0,4.0,2048.0,2.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,22.6203348,120.3120375
167,172,Coimbra,3.4,4.0,3.0,2409.0,29.0,3.0,61.0,5.0,3.0,3.0,1646.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,40.2111931,-8.4294632
168,173,Indianapolis IN,3.4,4.0,3.0,3346.0,47.0,3.0,39.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,39.7683331,-86.1583502
169,174,Brownsville TX,3.4,4.0,3.0,2351.0,44.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,25.9140256,-97.4890856
170,175,Goa,3.4,3.0,3.0,1366.0,10.0,5.0,34.0,4.0,2.0,2.0,142.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,15.3004543,74.0855134
171,176,General Santos,3.4,3.0,3.0,1086.0,9.0,3.0,34.0,3.0,3.0,3.0,246.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,6.112331,125.1717145
172,177,Marrakesh,3.4,3.0,3.0,1937.0,7.0,5.0,34.0,4.0,3.0,2.0,245.0,2.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,31.6258257,-7.9891608
173,178,Makati,3.4,3.0,3.0,1921.0,9.0,5.0,86.0,3.0,2.0,3.0,246.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,2.0,4.0,3.0,14.5567949,121.0211226
174,179,Sliema,3.4,4.0,4.0,2984.0,29.0,4.0,86.0,5.0,2.0,4.0,2135.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,4.0,5.0,3.0,35.9127609,14.5020708
175,180,Yangon,3.4,3.0,3.0,987.0,9.0,5.0,23.0,4.0,2.0,2.0,104.0,2.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,2.0,16.7967129,96.1609916
176,181,Brasilia,3.4,4.0,3.0,1165.0,12.0,3.0,23.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,2.0,-10.3333333,-53.2
177,182,Aachen,3.4,4.0,4.0,2617.0,28.0,3.0,18.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,3.0,50.776351,6.083862
178,183,Poznan,3.4,4.0,3.0,1569.0,26.0,3.0,82.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,2.0,3.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,52.4006632,16.91973259178088
179,184,Tulsa OK,3.4,3.0,3.0,2163.0,39.0,4.0,43.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,5.0,3.0,36.1556805,-95.9929113
180,185,Rijeka,3.4,3.0,3.0,1615.0,19.0,2.0,16.0,5.0,2.0,4.0,1013.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,45.3271752,14.4412309
181,186,Kota Kinabalu,3.4,3.0,3.0,786.0,17.0,4.0,28.0,4.0,2.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.9780066,116.0728988
182,187,Edinburgh,3.4,4.0,4.0,3854.0,26.0,3.0,17.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,55.9533456,-3.1883749
183,188,Lodz,3.4,3.0,3.0,1632.0,37.0,4.0,53.0,5.0,2.0,4.0,1028.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,3.0,51.772806599999996,19.47849495849145
184,189,Birmingham AL,3.2,4.0,4.0,3567.0,26.0,4.0,31.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,4.0,4.0,5.0,5.0,3.0,33.570499,-86.765783
185,190,Saskatoon,3.4,4.0,4.0,2385.0,25.0,3.0,29.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,52.131802,-106.660767
186,191,Toulouse,3.4,4.0,3.0,2319.0,27.0,4.0,47.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,43.6044622,1.4442469
187,192,Brampton,3.4,4.0,4.0,2397.0,25.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,43.6858146,-79.7599337
188,193,Brussels,3.4,4.0,4.0,2818.0,36.0,3.0,44.0,4.0,2.0,4.0,3433.0,4.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,50.8465573,4.351697
189,194,Cuenca,3.4,4.0,3.0,2184.0,8.0,4.0,42.0,3.0,3.0,3.0,499.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,40.0681156,-2.1348241
190,195,Harare,3.4,3.0,2.0,2132.0,3.0,3.0,42.0,3.0,3.0,2.0,83.0,5.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,2.0,3.0,-17.831773,31.045686
191,196,Luang Prabang,3.4,3.0,3.0,960.0,7.0,4.0,42.0,3.0,3.0,2.0,195.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,3.0,4.0,2.0,3.0,2.0,2.0,19.8887438,102.135898
192,197,San Antonio TX,3.4,4.0,4.0,2790.0,49.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,29.4246002,-98.4951405
193,198,Dubai,3.4,3.0,3.0,3491.0,16.0,3.0,137.0,5.0,3.0,3.0,3135.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,5.0,4.0,3.0,3.0,2.0,3.0,25.2653471,55.2924914
194,199,Beirut,3.4,4.0,3.0,1837.0,4.0,5.0,61.0,4.0,3.0,3.0,700.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,33.8959203,35.47843
195,200,Adana,3.4,3.0,3.0,615.0,12.0,4.0,60.0,4.0,3.0,3.0,905.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,36.9863599,35.3252861
196,201,Calgary,3.4,4.0,3.0,2904.0,23.0,3.0,21.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,5.0,3.0,5.0,3.0,51.0460954,-114.065465
197,202,Nashville TN,3.4,4.0,4.0,3959.0,45.0,4.0,42.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,5.0,3.0,36.1622767,-86.7742984
198,203,Sanur Bali,3.4,3.0,2.0,742.0,15.0,3.0,42.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,3.0,2.0,2.0,-8.6831728,115.2564626
199,204,Chatham,3.4,4.0,3.0,2227.0,25.0,2.0,27.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,51.3804845,0.5292758
200,205,Burgas,3.4,3.0,3.0,1916.0,31.0,2.0,27.0,4.0,2.0,4.0,622.0,4.0,5.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,3.0,5.0,2.0,3.0,42.343926,-3.696977
201,206,Brno,3.4,4.0,3.0,1964.0,23.0,3.0,45.0,5.0,2.0,4.0,1534.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,3.0,3.0,49.1922443,16.6113382
202,207,Montevideo,3.4,4.0,3.0,1517.0,20.0,3.0,80.0,3.0,4.0,3.0,1268.0,2.0,5.0,2.0,4.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,2.0,-34.9058916,-56.1913095
203,208,Merida,3.4,3.0,3.0,1077.0,11.0,3.0,80.0,2.0,3.0,3.0,704.0,2.0,5.0,3.0,4.0,2.0,4.0,5.0,3.0,4.0,2.0,3.0,5.0,2.0,38.9174665,-6.3443977
204,209,Paramaribo,3.4,3.0,2.0,677.0,5.0,4.0,80.0,2.0,2.0,3.0,489.0,4.0,2.0,2.0,4.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,5.8247628,-55.1703941
205,210,Kingston,3.4,3.0,3.0,1654.0,14.0,5.0,132.0,1.0,2.0,3.0,407.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,17.9712148,-76.7928128
206,211,Amman,3.4,3.0,2.0,1331.0,8.0,3.0,31.0,4.0,2.0,3.0,341.0,3.0,2.0,2.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,31.9515694,35.9239625
207,212,Kuching,3.4,3.0,2.0,875.0,14.0,3.0,32.0,4.0,2.0,3.0,792.0,3.0,2.0,2.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,1.5574127,110.3439862
208,213,Paphos,3.4,4.0,3.0,2702.0,12.0,4.0,62.0,4.0,3.0,4.0,1969.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,34.772611299999994,32.426061008888134
209,214,Kyiv,3.4,3.0,3.0,1647.0,34.0,5.0,62.0,4.0,3.0,4.0,175.0,3.0,5.0,3.0,2.0,2.0,4.0,5.0,3.0,5.0,3.0,2.0,2.0,3.0,50.4500336,30.5241361
210,215,Stuttgart,3.4,4.0,4.0,2742.0,28.0,4.0,32.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,48.7784485,9.1800132
211,216,Boston MA,3.4,4.0,4.0,4639.0,37.0,4.0,38.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,42.3602534,-71.0582912
212,217,Cincinnati OH,3.4,4.0,3.0,2973.0,43.0,3.0,47.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,39.1014537,-84.5124602
213,218,McAllen TX,3.4,4.0,3.0,2510.0,51.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,3.0,26.2043691,-98.230082
214,219,Surrey,3.4,4.0,4.0,2705.0,25.0,3.0,18.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,51.2715316,-0.3414523511290909
215,220,Bryan TX,3.4,4.0,3.0,2552.0,65.0,3.0,18.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,3.0,5.0,3.0,30.6743643,-96.3699632
216,221,Nis,3.4,3.0,3.0,1031.0,38.0,3.0,56.0,4.0,3.0,3.0,452.0,3.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,43.3211301,21.8959232
217,222,Ufa,3.4,3.0,2.0,1061.0,18.0,2.0,56.0,2.0,2.0,4.0,721.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,52.38706125,13.122811699203996
218,223,Edmonton,3.4,4.0,4.0,2320.0,25.0,2.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,53.535411,-113.507996
219,224,Javea,3.4,4.0,3.0,3664.0,27.0,3.0,26.0,5.0,3.0,4.0,2225.0,3.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,3.0,38.7893909,0.1633256
220,225,Phu Quoc,3.4,3.0,2.0,980.0,22.0,4.0,26.0,4.0,2.0,2.0,181.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,10.2153093,103.9880443
221,226,Aveiro,3.4,4.0,3.0,2712.0,29.0,4.0,34.0,5.0,3.0,3.0,1646.0,4.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,40.640496,-8.6537841
222,227,Alicante,3.4,4.0,3.0,2492.0,29.0,4.0,25.0,5.0,2.0,4.0,2225.0,3.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,38.3436365,-0.4881708
223,228,Kingsport TN,3.4,3.0,3.0,2400.0,42.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,36.550238,-82.5594293
224,229,Ogden UT,3.4,4.0,4.0,2635.0,69.0,2.0,28.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,41.2230048,-111.9738429
225,230,Busan,3.4,4.0,3.0,2202.0,30.0,4.0,59.0,5.0,3.0,4.0,2315.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,2.0,35.1799528,129.0752365
226,231,Galle,3.4,3.0,3.0,1291.0,9.0,5.0,59.0,4.0,2.0,4.0,326.0,3.0,2.0,3.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,3.0,51.4825041,11.9705452
227,232,Beaumont TX,3.4,4.0,3.0,2494.0,42.0,3.0,59.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,30.0860459,-94.1018461
228,233,Nha Trang,3.4,3.0,2.0,635.0,14.0,4.0,59.0,4.0,3.0,2.0,181.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,12.2431693,109.1898675
